@relation D0
@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real
@attribute att11 real
@attribute att12 real
@attribute att13 real
@attribute att14 real
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute class {0, 1}
@data
0.902309,1.26722,0.553949,1.62318,0.359272,1.42517,0.48448,1.48809,0.59119,1.37965,0.540994,1.688,0.434274,1.69381,0.794272,1.548,0.388448,1.41731,0.326222,1.48896,1
0.743108,1.13477,0.234649,1.25995,0.536972,1.42854,0.418676,1.23537,0.611308,1.67756,0.80142,1.49954,0.759194,1.5836,0.278627,1.48019,0.539162,1.49086,0.638434,1.64006,1
0.0456113,1.52741,0.361619,1.4869,0.670228,1.74474,0.324891,1.42899,0.370495,1.42887,0.41397,1.45056,0.657866,1.54009,0.398984,1.5526,0.466051,1.59414,0.448155,1.35617,1
0.485454,1.5053,0.636882,1.63258,0.548267,1.49602,0.388541,1.34664,0.648072,1.67605,0.459961,1.25643,0.521824,1.62182,0.301421,1.3627,0.595889,1.63992,0.452726,1.49624,0
0.539446,1.35293,0.691834,1.57986,0.665713,1.69993,0.261457,1.40458,0.199121,1.57115,0.640493,1.50959,0.36155,1.48303,0.424277,1.42627,0.378392,1.31493,0.364832,1.42134,0
0.53945,1.55563,0.557056,1.64834,0.537395,1.28516,0.493012,1.52378,0.301392,1.65696,0.773277,1.62861,0.545646,1.59484,0.546059,1.71734,0.403825,1.47717,0.438438,1.44992,0
0.555407,1.58566,0.392537,1.70559,0.410682,1.43919,0.395024,1.55294,0.681204,1.54644,0.279318,1.26409,0.356524,1.30336,0.320554,1.39495,0.287995,1.47065,0.469401,1.52409,0
0.88671,1.26562,0.50896,1.61574,0.247153,1.28659,0.400775,1.59466,0.373376,1.23251,0.618823,1.75194,0.529455,1.52116,0.592982,1.48183,0.428061,1.33457,0.608061,1.56387,1
0.519197,1.56815,0.748834,1.72144,0.54018,1.25714,0.324146,1.33272,0.444767,1.37898,0.648719,1.6659,0.396892,1.49041,0.62909,1.77375,0.312745,1.41904,0.364847,1.47225,0
0.285181,1.97821,0.524789,1.5679,0.458168,1.4949,0.463582,1.60302,0.352131,1.49611,0.547265,1.55436,0.461448,1.43901,0.667178,1.43211,0.714337,1.65139,0.610212,1.4623,1
0.505576,1.38118,0.503598,1.57191,0.657134,1.52058,0.412613,1.31865,0.38372,1.31557,0.389546,1.35981,0.74082,1.68654,0.741232,1.57403,0.574549,1.57761,0.316993,1.31709,1
0.472117,1.67263,0.331995,1.42021,0.392938,1.49089,0.620544,1.68168,0.658745,1.63596,0.599214,1.45171,0.591568,1.43325,0.453056,1.28293,0.264931,1.37717,0.736226,1.48713,1
0.0322573,1.24439,0.567508,1.53341,0.38545,1.5142,0.627892,1.4511,0.615447,1.57775,0.507381,1.68677,0.500422,1.43213,0.506506,1.52374,0.548829,1.57243,0.60667,1.72905,1
0.466888,1.38379,0.338924,1.40549,0.485184,1.25868,0.580546,1.68233,0.504845,1.39133,0.481754,1.38238,0.492786,1.67645,0.532479,1.2435,0.631011,1.50333,0.565259,1.37017,0
0.560835,1.72887,0.416516,1.39384,0.615684,1.42489,0.453275,1.51247,0.474965,1.57814,0.496483,1.49958,0.382011,1.36743,0.609918,1.77736,0.547096,1.64251,0.387796,1.42148,1
0.524486,1.44709,0.703179,1.6786,0.620906,1.60105,0.687665,1.57005,0.642195,1.64698,0.39046,1.31637,0.384579,1.34979,0.476351,1.36129,0.506718,1.51585,0.647847,1.6201,0
0.120319,1.36064,0.331022,1.49771,0.367675,1.54798,0.571367,1.52059,0.667073,1.66362,0.597319,1.51544,0.680396,1.62614,0.62093,1.61769,0.431176,1.59063,0.440775,1.36378,1
0.0906955,1.41041,0.705217,1.75276,0.784526,1.52888,0.5719,1.71209,0.562273,1.27753,0.619218,1.58668,0.729843,1.50616,0.316668,1.52541,0.440143,1.15706,0.438538,1.41517,1
0.0364162,1.29483,0.38612,1.35635,0.513186,1.2931,0.688754,1.71813,0.409721,1.28517,0.316639,1.41243,0.481443,1.6132,0.52533,1.59919,0.471521,1.61636,0.547578,1.45277,1
0.140083,1.19651,0.351171,1.39093,0.584949,1.71889,0.62203,1.47835,0.380085,1.40257,0.563162,1.56576,0.309114,1.2594,0.686276,1.63856,0.530445,1.68247,0.42297,1.59764,1
0.70349,1.54884,0.525455,1.68363,0.662839,1.54318,0.696775,1.58487,0.309435,1.41381,0.622614,1.54541,0.745356,1.64404,0.722983,1.51197,0.465531,1.39699,0.476763,1.29612,1
0.973433,1.76822,0.403436,1.61682,0.856716,1.60748,0.771852,1.66377,0.422199,1.42146,0.519793,1.63023,0.61733,1.26448,0.442592,1.4715,0.379965,1.2634,0.664229,1.5552,1
0.626357,1.50237,0.414116,1.38468,0.528904,1.31711,0.599608,1.60801,0.643515,1.64925,0.364934,1.46709,0.458466,1.36329,0.443006,1.69595,0.33137,1.65032,0.560937,1.6226,0
0.697486,1.05519,0.431035,1.31857,0.44667,1.56898,0.607109,1.3479,0.53973,1.6145,0.359624,1.42607,0.599799,1.70362,0.726915,1.5126,0.347009,1.45113,0.750892,1.58169,1
0.485066,1.48226,0.667306,1.85231,0.311068,1.29358,0.51975,1.69673,0.576459,1.54192,0.430775,1.4953,0.273097,1.37461,0.64357,1.51345,0.634487,1.70097,0.374839,1.41492,0
0.312347,1.95669,0.644615,1.67942,0.420581,1.30402,0.414942,1.40545,0.394858,1.41225,0.643261,1.56184,0.379303,1.50188,0.324823,1.45631,0.417378,1.43748,0.445804,1.61,1
0.321436,1.70437,0.551886,1.68723,0.443425,1.72614,0.71027,1.57725,0.524569,1.32786,0.266459,1.54441,0.683268,1.74568,0.739568,1.30235,0.565319,1.60663,0.647399,1.47322,1
0.535679,1.71975,0.53382,1.54666,0.52113,1.73771,0.449343,1.67416,0.48966,1.6267,0.509618,1.31174,0.618132,1.4833,0.300253,1.43496,0.373614,1.32638,0.694882,1.78517,1
0.557265,1.09477,0.481207,1.59526,0.609942,1.71224,0.414175,1.63321,0.331554,1.44785,0.330584,1.41928,0.246652,1.3967,0.307523,1.45255,0.457494,1.56496,0.426128,1.79822,1
0.504596,1.50076,0.660994,1.52508,0.528487,1.38528,0.48074,1.52103,0.85626,1.60375,0.594325,1.69971,0.66438,1.60765,0.645641,1.63207,0.427669,1.42348,0.591741,1.63865,0
0.0543158,1.14478,0.589692,1.52867,0.510267,1.28357,0.660583,1.58999,0.384598,1.48188,0.611501,1.5783,0.592084,1.57818,0.497539,1.5676,0.639496,1.53571,0.63935,1.54789,1
0.853451,1.51992,0.4762,1.29538,0.505316,1.54971,0.534105,1.50306,0.639448,1.65522,0.412248,1.50564,0.719402,1.6695,0.611905,1.54592,0.449704,1.39219,0.646366,1.70265,1
0.61473,1.55861,0.666066,1.63254,0.527762,1.38445,0.348214,1.41018,0.620485,1.56277,0.702324,1.4849,0.38205,1.22859,0.653363,1.56422,0.627344,1.41966,0.437025,1.33738,0
0.466153,1.07167,0.395774,1.45307,0.572659,1.5631,0.524728,1.67841,0.608835,1.54931,0.628967,1.46213,0.500741,1.39512,0.501366,1.66992,0.424252,1.23174,0.293284,1.41796,1
0.565183,1.39336,0.567369,1.42429,0.225243,1.43429,0.41403,1.41892,0.578295,1.55119,0.351942,1.39079,0.349006,1.25168,0.4961,1.44914,0.633392,1.70152,0.654452,1.45946,0
0.621709,1.46914,0.494904,1.30888,0.419336,1.56887,0.594374,1.49052,0.430332,1.43764,0.653049,1.42206,0.357309,1.47069,0.589006,1.47671,0.320558,1.38817,0.561803,1.66518,0
0.456716,1.91251,0.325514,1.45842,0.615053,1.42401,0.555026,1.63496,0.450559,1.41106,0.547276,1.33497,0.510368,1.24928,0.522515,1.61693,0.321777,1.33479,0.137661,1.56783,1
0.356898,1.49208,0.384465,1.49758,0.308043,1.26471,0.683319,1.57701,0.542503,1.54231,0.41896,1.54239,0.693787,1.55579,0.562276,1.64037,0.561213,1.58885,0.576122,1.49377,0
0.469058,1.56957,0.657814,1.63764,0.515642,1.43218,0.580964,1.57173,0.691867,1.57293,0.683789,1.61904,0.36174,1.39699,0.586168,1.47546,0.760456,1.61641,0.609994,1.68109,0
0.106944,1.02285,0.65667,1.50745,0.586701,1.62292,0.432125,1.71839,0.434395,1.45471,0.709284,1.66161,0.355304,1.41151,0.676628,1.52919,0.490321,1.40372,0.473084,1.54208,1
0.570854,1.43763,0.366177,1.37402,0.60399,1.47879,0.66384,1.67708,0.655634,1.63093,0.388438,1.21382,0.410342,1.40363,0.426977,1.39239,0.35403,1.3531,0.664536,1.49928,0
0.455435,1.4282,0.24195,1.36726,0.562279,1.71893,0.654635,1.81011,0.374397,1.2386,0.405977,1.4907,0.698553,1.53315,0.623152,1.73921,0.409213,1.52866,0.309561,1.63703,0
0.471926,1.45187,0.366139,1.13577,0.681931,1.71078,0.28822,1.3532,0.706525,1.46388,0.351475,1.32716,0.617524,1.68133,0.389465,1.42825,0.667761,1.54333,0.32981,1.38503,0
0.52988,1.4916,0.321078,1.4978,0.353529,1.53804,0.504133,1.6828,0.667624,1.57352,0.537172,1.68304,0.588578,1.63432,0.551629,1.74152,0.559919,1.47662,0.715216,1.53719,0
0.465508,1.42068,0.512788,1.60576,0.42541,1.39214,0.503504,1.59276,0.728059,1.75872,0.371099,1.4712,0.243344,1.3343,0.572413,1.55922,0.397759,1.43936,0.538525,1.65107,0
0.516499,1.53395,0.543606,1.3097,0.636477,1.33384,0.677387,1.44616,0.473415,1.6637,0.567347,1.33535,0.424657,1.43952,0.465843,1.65298,0.476271,1.36697,0.482578,1.74183,0
0.960753,1.59655,0.605289,1.28635,0.58959,1.59009,0.445446,1.67965,0.693379,1.7138,0.547778,1.666,0.563065,1.49122,0.553878,1.65687,0.59097,1.80962,0.799859,1.67218,1
0.340903,1.71523,0.444453,1.19307,0.655065,1.72354,0.484051,1.51488,0.577241,1.44121,0.667225,1.61235,0.460787,1.32029,0.606288,1.50641,0.443196,1.41983,0.577533,1.63124,1
0.530023,1.48698,0.491643,1.74184,0.692824,1.67549,0.61104,1.55342,0.455685,1.32273,0.479818,1.4806,0.413338,1.59217,0.359724,1.43627,0.547206,1.41883,0.375547,1.43478,0
