total_null,rows_null,dimensionality,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,results
67,37,15,0.04160495279683439,0.10198356938081507,1.82300661713398,1.0460275900445546,0.022970903522205207,0.7898183000468896,-999,1.5,0.06959380055968767,0.1423040807109001,0.993696072075439,0.0735161375810429,0.1165898563946611,106.7889481447362,2451.27409013675,726985.8807345232,4476716.81145579,10.185558994781077,0.5,0.06605438537883519,0.7778937366955117,4.7952590433076745,1821.9913668681409,0.7336689961019022,4.522639433114757,43.53333333333333,16.647105263157897,71.54256714023929,2.719143382686861,1.051714767358817,54.280168761516755,96.35566941428274,1.6582520378139494,4.490132131578948,24.042798949783197,2690.3223684210525,16215.586678274545,32.652462319658255,166.096345933484,5.296184210526316,26.190492431987877,0.3618421052631579,2.2305445405479847,0.09755930652255743,0.117994367798505,15,4,9,2,0.01849217638691323,1,653,0,6,32,17.68613751075064,0.6666666666666666,0.6238129470889585,2689.9605263157896,16215.646728267335,1.6582520378139494,143.56793992338072,851.7425197746328,-999,4.975760491520954,5.463947867245555,0.21558220874303108,0.2154529296783367,7.725329784384629,29.802751717251134,726985.8807345144,4476691.297054415,0.3761870529110415,"imputation_most_frequent,label_encoder,normalizer,oversampling.imputation_deletion_case,label_encoder,standard_scaler,undersampling.imputation_deletion_case,label_encoder,minmax,undersampling.imputation_deletion_case,label_encoder,undersampling.imputation_most_frequent,one_hot_encoder,normalizer"
6465,3620,14,0.0455674963954692,0.13949617923051963,1.935153465469959,1.3161805328851053,0.0003095838308787758,0.6417410811833529,-999,6.0,0.028474050636547548,0.032444583642567686,0.8078429793961042,0.02052619821314609,0.045478353041574694,8.884753044453086,179.28110856022352,102382014.31375873,1068899609.3161997,12.549569195134195,0.5,0.3566024778147894,1468.9207015097224,15335.043241991254,1777.248218020324,1160.033752423403,12110.227522356492,3230.1428571428573,1105.9701834862385,11545.41101114846,2.678624276639816,1.3087910857298177,819.9687309473691,4344.663229907801,0.7001933901518658,823.4278788990825,8596.696122653611,13674.522935779816,142754.32047081838,1740.860884874171,18173.274659210343,1636.0642201834862,17079.561912303485,123.78899082568807,1292.2983406934939,0.06437216822624689,0.0537723453792701,14,1,12,2,0.0013591573224600749,1,45222,2,2,100,29.061958743855484,0.16666666666666666,0.4118316152783788,13550.733944954129,141462.02213279993,0.7001933901518658,969.3526870570533,10118.38183123228,-999,15.942282195148453,23.936827669943433,0.15521254506676477,0.12239842716621195,1628.1646578347486,16997.03674338508,102382014.31375836,1068899609.3145534,0.5881683847216213,"imputation_most_frequent,one_hot_encoder,oversampling.imputation_most_frequent,label_encoder,oversampling.imputation_most_frequent,label_encoder,minmax,oversampling.imputation_most_frequent,label_encoder,standard_scaler,oversampling.imputation_most_frequent,label_encoder,normalizer,oversampling"
68100,2795,34,0.5,0.0,0.0,0.0,34.0,-999,-999,0.0625,0.5,0.0,0.0,-999,-999,-999,-999,-999,-999,0.0,1.0,-999,56.93636363636365,260.2428527094715,-999,56.93636363636362,260.2428527094713,0.029411764705882353,0.0,0.0,-1.4426950393345013e-08,0.0,-3.0,0.0,-999,0.0,0.0,56.93636363636363,260.2428527094714,56.93636363636363,260.2428527094714,56.93636363636363,260.2428527094714,56.93636363636363,260.2428527094714,1.4426950393345013e-08,0.0,34,0,2,1,-999,-999,1,-999,32,0,-1.0,16.0,-999,0.0,0.0,-999,-999,-999,-999,0.0,0.0,-999,-999,56.93636363636363,260.2428527094714,-999,-999,-999,"imputation_most_frequent,one_hot_encoder,normalizer,oversampling.imputation_most_frequent,one_hot_encoder,standard_scaler,oversampling.imputation_most_frequent,one_hot_encoder,minmax,oversampling.imputation_most_frequent,one_hot_encoder,oversampling.imputation_most_frequent,label_encoder,normalizer,oversampling"
1133,832,18,0.08250512983583987,0.16979957378583724,2.615459433983517,1.766691714661395,0.016172506738544475,0.8676669519993981,-999,0.5,0.015348141963532812,0.018535126141148515,0.9987132947370155,0.002322685212779184,0.008291536655911098,6.752918690442452,1423.221762082348,(24195.59228653267+0j),526852.7058282099,14.953816945215022,0.5,0.029859855090537017,31.373966704032167,672.0976450254171,482.6204199552315,29.29448960053972,653.3449509729676,61.833333333333336,11.87378223495702,213.05415734065397,3.5473862153911324,1.6595448074797072,977.4625892883976,278.50177019888844,3.0460593621197565,8.652925143266476,156.76027843219333,75.16795128939829,1222.3956805783705,33.006050324763095,689.3824894268654,32.28123209169054,685.2140028730757,14.097951289398281,363.30042457499354,0.06678651332940032,0.145969211311109,18,5,6,2,1.64437848659626e-05,1,1113,0,12,689,38.1614908998724,2.0,0.7528459395919259,61.07,913.9806281137958,3.0460593621197565,9.535757784231818,155.3680953595416,-999,30.61690490675271,6.409442954020393,0.17789650089619238,0.23006963247285947,32.44928272536095,687.0345822559606,24195.592286532676,525509.1879426278,0.2471540604080741,"imputation_deletion_case,one_hot_encoder,normalizer,oversampling.imputation_deletion_case,one_hot_encoder,normalizer.imputation_deletion_case,label_encoder,normalizer,oversampling.imputation_deletion_case,label_encoder,standard_scaler,undersampling.imputation_deletion_case,label_encoder,minmax,undersampling"
448,95,19,0.1364279656433587,0.23152737799314863,2.4901983323967545,0.7589895825263323,0.029641185647425898,0.5614047196090808,-999,0.35714285714285715,0.016592057309910587,0.010487592488248198,0.9007485289995449,0.09563443841926768,0.13987230130010894,32.31750006770592,767.1458943313826,(42055.94434713657-2.914920996910411e-34j),322835.22479794436,12.949205931688326,0.5,0.2592357154116048,-999,-999,192.560175593615,-999,-999,33.73684210526316,18.24837837837838,122.78341840692691,3.3213867251415117,0.7285617232630132,42.42272882925196,112.29600473100521,0.460227617990071,12.726918891891891,84.9534000851508,657.3687837837838,4899.62364074617,73.3250933929249,347.11558607645907,73.36378378378379,352.93010611052364,39.225675675675674,249.21671050461825,0.0695601362547877,0.050915575951023695,19,1,5,2,0.02332469455757127,1,641,0,14,65,34.79921585080792,2.8,0.31517525919935063,618.1431081081081,4897.093904761459,0.460227617990071,33.394793765085616,203.71932663115604,-999,4.356611975185375,4.9431358292995045,0.10219018672229666,0.12263476565357431,73.04065777465779,351.7515287006852,42055.944347136516,322767.67381186405,0.6848247408006494,"imputation_most_frequent,label_encoder,standard_scaler,oversampling.imputation_most_frequent,label_encoder,minmax,oversampling.imputation_most_frequent,label_encoder,oversampling.imputation_median,label_encoder,standard_scaler,oversampling.imputation_median,label_encoder,minmax,oversampling"
68100,2795,34,0.5,0.0,0.0,0.0,34.0,-999,-999,0.0625,0.5,0.0,0.0,-999,-999,-999,-999,-999,-999,0.0,1.0,-999,56.93636363636365,260.2428527094715,-999,56.93636363636362,260.2428527094713,0.029411764705882353,0.0,0.0,-1.4426950393345013e-08,0.0,-3.0,0.0,-999,0.0,0.0,56.93636363636363,260.2428527094714,56.93636363636363,260.2428527094714,56.93636363636363,260.2428527094714,56.93636363636363,260.2428527094714,1.4426950393345013e-08,0.0,34,0,2,1,-999,-999,1,-999,32,0,-1.0,16.0,-999,0.0,0.0,-999,-999,-999,-999,0.0,0.0,-999,-999,56.93636363636363,260.2428527094714,-999,-999,-999,"imputation_most_frequent,label_encoder,standard_scaler,oversampling.imputation_most_frequent,label_encoder,minmax,oversampling.imputation_most_frequent,label_encoder,oversampling.imputation_most_frequent,one_hot_encoder,normalizer,oversampling.imputation_most_frequent,one_hot_encoder,standard_scaler,oversampling"
88,88,14,0.01899027059682186,0.03523917526384446,1.9752810836469934,1.2600761479084417,0.0031291908806437194,0.6086965071474307,-999,1.3333333333333333,0.028600967992226133,0.03189962403598191,0.8078952686655052,0.02488221304197803,0.04914540033766134,3345.4853947587303,208941.19257655452,(124044846.23587695+0j),1201538419.304068,12.689927449478354,0.5,0.35655630271722194,1690.9427682099922,16472.530335907442,5637.445566552318,1331.6857358889072,12971.608031955584,319.57142857142856,1299.2631578947369,12660.229218968336,2.719512058573867,1.2430632822770242,562.2125488190511,1029.119715683374,0.5885912152661154,968.7542494736841,9440.096342456703,13564.189473684211,121858.99936177494,2026.3629273227775,19603.62646049326,1882.221052631579,18336.186650921296,213.97894736842105,2083.535747789808,0.0636642937386309,0.051171277755378,14,1,8,2,0.0015677491601343786,1,4474,0,6,90,30.02651372771628,0.75,0.37051143781348217,13350.21052631579,119782.99521598477,0.5885912152661154,1233.6011006553263,11127.736136508012,-999,16.166373860541334,17.484718112994443,0.10219880943964953,0.13195194118625495,1875.7341732962343,18272.78695021844,124044846.23587638,1201536693.3927634,0.6294885621865178,"imputation_deletion_case,label_encoder,oversampling.imputation_deletion_case,one_hot_encoder,standard_scaler,oversampling.imputation_deletion_case,one_hot_encoder,minmax,oversampling.imputation_deletion_case,one_hot_encoder,oversampling.imputation_deletion_case,label_encoder,standard_scaler,oversampling"
4262,2399,14,0.03295525342517934,0.11993550144825668,2.164944088943346,1.5155777962472272,0.00046416020157814467,0.6083665817611272,-999,1.3333333333333333,0.02765076006039191,0.03332340886278699,0.8095658329614156,0.021424339076740514,0.047428425226598334,224.078892086562,8078.001085107022,(115645032.41861+0j),1133340769.7339408,12.23439252154868,0.5,0.3550772265715619,1651.7312524918382,16258.980737707843,4377.787467414948,1303.6494543591314,12831.451289342891,2154.4285714285716,1237.4768041237114,12184.245108955554,2.908338607592628,1.504819060363621,763.9254852954425,3099.1857732779335,0.587578526021016,921.2906969072164,9071.531758034886,16385.113402061856,150980.3364581569,1969.8006893360039,19269.614416233544,1840.3711340206185,18116.2185637159,142.1443298969072,1398.0111094999288,0.0661713143121337,0.053527065217645484,14,1,8,2,0.001288659793814433,1,30162,2,6,91,31.717259910105252,0.75,0.37010989780371834,16242.969072164948,149585.52472118955,0.587578526021016,1170.1525729933583,10745.517578724599,-999,16.888040671275913,22.03143973333077,0.10121034360723616,0.13275951197811256,1831.2131687388137,18025.825826007593,115645032.41861108,1133340766.9399307,0.6298901021962817,"imputation_most_frequent,one_hot_encoder,oversampling.imputation_deletion_case,label_encoder,standard_scaler,oversampling.imputation_deletion_case,label_encoder,minmax,oversampling.imputation_deletion_case,label_encoder,oversampling.imputation_most_frequent,label_encoder,standard_scaler,oversampling"
6465,3620,14,0.032627849433595,0.12596846858439328,2.2008956057226436,1.5701645308706715,0.0003095838308787758,0.6066982755802478,-999,1.3333333333333333,0.027324919946337047,0.03349175435174252,0.8078429793961042,0.0211005974396428,0.04735624660115619,802.6712857444943,47893.448223510626,115630416.07951067,1133044493.0820563,12.277032879240116,0.5,0.3566024778147894,1651.4163651129213,16255.8715779669,4236.156180028665,1304.2536102889478,12837.404147907117,3230.1428571428573,1243.0077319587629,12238.71842996163,2.942937427188958,1.560493420216017,917.2234862376304,4598.762831321107,0.5824858006546546,925.4939443298969,9112.928943587713,16443.82474226804,151557.27100553786,1969.2920389993558,19263.609066435023,1839.2474226804125,18105.15129104084,139.28865979381445,1369.8860426963358,0.06580115792979006,0.053529791281836284,14,1,8,2,0.001288659793814433,1,45222,1,6,91,32.44767288245904,0.75,0.3680827975920463,16304.536082474227,150190.4955123008,0.5824858006546546,1171.0502978667614,10744.731536558014,-999,17.290436361366904,25.027957315615563,0.10110448580678952,0.13284272523065935,1830.385786767315,18017.668689807466,115630416.07951137,1133044394.890149,0.6319172024079537,"imputation_most_frequent,one_hot_encoder,oversampling.imputation_most_frequent,label_encoder,standard_scaler,oversampling.imputation_most_frequent,label_encoder,minmax,oversampling.imputation_most_frequent,label_encoder,oversampling.imputation_deletion_case,label_encoder,minmax,oversampling"
999,263,37,0.09640636946222425,0.17266723069269932,1.6056993304597629,1.0840019179362026,0.13357400722021662,0.7962102263239063,-999,1.0555555555555556,0.04123188928013489,0.112143567048583,0.9405044183961191,0.05575081462454251,0.07945147909056331,14.437102091071935,517.6451759714564,221421.6123419517,2363450.33280257,26.40494615180827,0.5,0.20166583290157855,313.74441948210085,3321.9584498321806,904.3425670235803,310.31551862740844,3285.6550816911845,7.486486486486487,27.935108695652172,251.30923991161805,2.51058525476811,1.0516383916968948,81.56452856460005,97.29202551269479,1.7318726382988194,20.27616652173913,186.0673458839056,448.82869565217396,4498.522060740345,333.2718637419557,3358.9728962895183,333.1989130434783,3364.3116286182594,203.28478260869565,2149.187383121999,0.035618494087771936,0.049835104581262696,37,8,19,2,0.004576659038901602,1,277,0,18,103,44.0804946021289,0.9473684210526315,0.633950724502766,245.54391304347823,2355.310383819783,1.7318726382988194,47.524154179527706,470.19735234931943,-999,6.891508857436564,5.968785517995627,0.23803943538903338,0.26545178939972847,333.67622181723505,3365.2091409252816,221421.61234195204,2363443.8096462954,0.36604927549723404,"imputation_deletion_case,one_hot_encoder,normalizer,oversampling.imputation_most_frequent,one_hot_encoder,normalizer,oversampling.imputation_most_frequent,one_hot_encoder,standard_scaler,oversampling.imputation_most_frequent,one_hot_encoder,minmax,oversampling.imputation_most_frequent,one_hot_encoder,oversampling"
