att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,class
1.32972,1.33211,1.02519,1.05059,1.52789,1.67451,1.35213,1.41796,1.6157,1.49743,1.33737,1.39087,1.41681,1.61691,1.6521,1.54135,1.5341,1.7996,1.66056,1.64561,0
1.43969,1.1769,1.11716,1.12144,1.59305,1.77318,1.43099,1.35849,1.434,1.57303,1.76626,1.43838,1.25051,1.42462,1.38358,1.27916,1.74685,1.70637,1.37326,1.57179,0
1.41704,1.58858,1.66823,1.43798,1.60804,1.47753,1.34816,1.41654,1.24714,1.15531,1.56738,1.52755,1.51124,1.53226,1.46551,1.5493,1.29874,1.64063,1.36546,1.23407,1
1.27939,1.46966,1.64026,1.20563,1.63467,1.77385,1.35754,1.44557,1.28755,1.44569,1.73185,1.60824,1.59497,1.46228,1.55434,1.59405,1.44711,1.33489,1.4511,1.5921,0
1.6171,1.53755,1.00532,1.21294,1.36195,1.31574,1.56416,1.2264,1.65147,1.72539,1.52331,1.30322,1.50554,1.58695,1.37095,1.40925,1.40752,1.74598,1.44943,1.4972,0
1.37384,1.30863,1.05338,1.20197,1.57024,1.49748,1.44597,1.38796,1.30361,1.44449,1.34728,1.41083,1.62949,1.62103,1.62617,1.64968,1.44831,1.46172,1.72483,1.66877,0
1.35381,1.33346,1.87454,1.58881,1.59038,1.48789,1.59366,1.24903,1.45085,1.52296,1.32178,1.45395,1.23226,1.34608,1.63133,1.73649,1.17018,1.45642,1.60518,1.5122,1
1.38373,1.43192,1.28585,1.47425,1.5738,1.748,1.4848,1.60008,1.40355,1.59565,1.3723,1.29649,1.35905,1.41436,1.295,1.53351,1.72006,1.5978,1.6648,1.57312,0
1.72207,1.57644,1.75187,1.38278,1.56502,1.49588,1.61692,1.51326,1.3273,1.44658,1.62399,1.3161,1.53682,1.48819,1.6897,1.5017,1.39393,1.2927,1.31965,1.25957,0
1.55529,1.66167,1.48971,1.56318,1.64504,1.64598,1.49183,1.23075,1.78337,1.59607,1.58923,1.63286,1.43528,1.31954,1.60156,1.71916,1.68887,1.35536,1.2614,1.43016,1
1.48901,1.75877,1.17749,1.11643,1.4714,1.28646,1.38598,1.32987,1.56958,1.48854,1.73437,1.58077,1.48989,1.67015,1.58988,1.62886,1.62192,1.59672,1.29255,1.23995,0
1.37797,1.50516,1.17383,1.20268,1.69644,1.58493,1.28312,1.45415,1.38617,1.53489,1.63435,1.66574,1.28523,1.1961,1.22383,1.29483,1.39848,1.46711,1.36439,1.51629,0
1.53213,1.57876,1.12152,1.21153,1.34133,1.48338,1.54359,1.4656,1.51775,1.46691,1.59245,1.65388,1.2829,1.30989,1.55661,1.6364,1.3475,1.47527,1.455,1.72146,0
1.54322,1.30602,1.93725,1.26141,1.42711,1.31979,1.52238,1.56926,1.65071,1.34071,1.30574,1.19251,1.46556,1.32583,1.44487,1.54103,1.49121,1.4478,1.50543,1.34304,0
1.23339,1.42495,1.17404,1.14921,1.32411,1.42286,1.51234,1.78136,1.57313,1.79468,1.63861,1.40942,1.44567,1.24375,1.48645,1.44104,1.52414,1.41957,1.67697,1.58362,0
1.52528,1.30378,1.09498,1.08326,1.36487,1.34968,1.46868,1.56671,1.80431,1.67822,1.36085,1.38474,1.71887,1.69198,1.68297,1.60837,1.57095,1.50374,1.47736,1.7081,0
1.43046,1.44093,1.82626,1.92752,1.65412,1.43678,1.47584,1.60745,1.7557,1.51746,1.40162,1.34231,1.39616,1.37087,1.45123,1.43405,1.51717,1.35584,1.55886,1.60988,0
1.88678,1.60404,1.2336,1.16998,1.30212,1.40573,1.69129,1.73099,1.73214,1.38454,1.6011,1.63969,1.54062,1.51364,1.44741,1.65703,1.71988,1.51823,1.64788,1.55405,0
1.81468,1.72217,1.05611,1.72238,1.26759,1.40865,1.6261,1.54194,1.61278,1.58421,1.55696,1.51704,1.63999,1.70518,1.59765,1.51947,1.50175,1.2263,1.45998,1.34182,0
1.54695,1.66532,1.44795,1.89552,1.36374,1.33745,1.53755,1.59618,1.38395,1.52818,1.34864,1.30572,1.70681,1.60285,1.39581,1.26031,1.37385,1.41215,1.42582,1.4615,0
1.52528,1.30378,1.09498,1.08326,1.36487,1.34968,1.46868,1.56671,1.80431,1.67822,1.36085,1.38474,1.71887,1.69198,1.68297,1.60837,1.57095,1.50374,1.47736,1.7081,0
1.38177,1.29435,1.51229,1.82909,1.69467,1.66912,1.38891,1.30609,1.49656,1.53373,1.64444,1.5915,1.53738,1.29134,1.33684,1.28239,1.51117,1.54758,1.35273,1.36408,1
1.8015,1.57941,1.69025,1.18092,1.52,1.37389,1.59839,1.41799,1.4465,1.2392,1.57649,1.51643,1.6171,1.7593,1.67639,1.50633,1.40228,1.56493,1.77076,1.55824,0
1.33597,1.47529,1.32893,1.18598,1.38451,1.3814,1.618,1.58723,1.46787,1.6422,1.68049,1.7253,1.50062,1.36355,1.48052,1.57291,1.65265,1.58533,1.1625,1.35393,1
1.67928,1.38944,1.03084,1.09583,1.36727,1.43998,1.61688,1.54163,1.43884,1.46494,1.46513,1.45074,1.76174,1.55392,1.31034,1.32013,1.35888,1.38393,1.52738,1.36328,0
1.33848,1.23487,1.3209,1.1099,1.3527,1.56059,1.42429,1.38205,1.38643,1.6037,1.26891,1.30914,1.33667,1.50174,1.43721,1.37912,1.55775,1.50609,1.41235,1.48483,1
1.4959,1.45833,1.03689,1.13097,1.6574,1.42702,1.56459,1.57424,1.47757,1.59011,1.6333,1.55898,1.51176,1.47483,1.38511,1.55647,1.62376,1.51805,1.48129,1.54696,0
1.43409,1.20707,1.04913,1.52491,1.66011,1.58387,1.56708,1.62803,1.31178,1.42613,1.39697,1.3107,1.42051,1.52586,1.36785,1.45298,1.62638,1.47844,1.67221,1.64643,0
1.50413,1.7455,1.06478,1.10283,1.35359,1.2781,1.46862,1.43598,1.73358,1.64236,1.41539,1.28718,1.52733,1.63853,1.5428,1.56394,1.38714,1.46579,1.59742,1.55074,0
1.53213,1.57876,1.12152,1.21153,1.34133,1.48338,1.54359,1.4656,1.51775,1.46691,1.59245,1.65388,1.2829,1.30989,1.55661,1.6364,1.3475,1.47527,1.455,1.72146,0
1.29909,1.71411,1.85669,1.09796,1.68984,1.69222,1.25518,1.40499,1.70333,1.78204,1.74702,1.56195,1.5959,1.67516,1.68057,1.56552,1.6418,1.36119,1.51468,1.53493,1
1.48106,1.47756,1.06418,1.01171,1.62564,1.57562,1.69168,1.44801,1.31946,1.35941,1.30163,1.40785,1.69148,1.65644,1.26549,1.40877,1.71066,1.66458,1.5882,1.73379,0
1.7895,1.53174,1.60872,1.33366,1.47911,1.41139,1.53301,1.59729,1.79469,1.54058,1.70189,1.67108,1.50301,1.57965,1.55076,1.38121,1.57197,1.65593,1.52234,1.43006,1
1.5932,1.22614,1.23646,1.0546,1.30741,1.31104,1.38309,1.48269,1.34632,1.34507,1.53841,1.5145,1.6379,1.7532,1.43209,1.46873,1.62133,1.54762,1.36723,1.33098,0
1.57829,1.68214,1.23289,1.11402,1.49475,1.54666,1.65776,1.54631,1.38813,1.72203,1.41115,1.29582,1.38729,1.31578,1.34644,1.2017,1.58663,1.67127,1.48487,1.5777,0
1.64369,1.64951,1.05127,1.15469,1.52212,1.68885,1.62331,1.57356,1.36354,1.54268,1.39979,1.41247,1.67207,1.39057,1.48206,1.72749,1.55745,1.53362,1.62619,1.35446,0
1.37318,1.34746,1.9035,1.50581,1.69524,1.59339,1.55393,1.67541,1.55406,1.42063,1.31992,1.55913,1.33844,1.32648,1.42834,1.29607,1.5189,1.66325,1.64091,1.56363,1
1.41388,1.29437,1.54541,1.77145,1.46212,1.35602,1.78981,1.51266,1.30155,1.40942,1.24409,1.56959,1.43826,1.4667,1.76427,1.51215,1.32317,1.33435,1.74507,1.66442,1
1.15396,1.35692,1.79637,1.11449,1.57477,1.53208,1.50848,1.50527,1.49831,1.42432,1.36857,1.4498,1.30919,1.41176,1.51553,1.40758,1.44092,1.59622,1.34944,1.42937,1
1.57178,1.4409,1.32557,1.16771,1.43971,1.13166,1.77179,1.55203,1.58658,1.6289,1.41128,1.41502,1.5759,1.53028,1.40427,1.46343,1.40866,1.26988,1.54293,1.33938,1
1.53762,1.33079,1.23895,1.17404,1.37963,1.42597,1.3902,1.30376,1.63501,1.78936,1.35396,1.56919,1.38786,1.40203,1.43999,1.6057,1.40154,1.4852,1.79686,1.62353,0
1.68846,1.62774,1.10098,1.11047,1.60014,1.61667,1.41728,1.50228,1.6221,1.48289,1.41755,1.44302,1.43862,1.23812,1.34588,1.58306,1.18052,1.35023,1.13353,1.35934,0
1.60644,1.65485,1.13733,1.29836,1.7976,1.37437,1.55977,1.62219,1.52452,1.64942,1.55698,1.64558,1.61304,1.60312,1.52764,1.52882,1.6676,1.25811,1.55249,1.52308,1
1.57579,1.7316,1.10394,1.00481,1.41259,1.58522,1.61661,1.57629,1.4756,1.61858,1.1975,1.40198,1.43504,1.3151,1.73381,1.6468,1.51434,1.51964,1.48849,1.66367,0
1.61579,1.7572,1.65395,1.87008,1.44092,1.399,1.52886,1.6446,1.27231,1.38785,1.54653,1.54403,1.80876,1.59758,1.56453,1.40112,1.49528,1.69606,1.51508,1.55512,1
1.72469,1.48304,1.17538,1.50705,1.40733,1.29201,1.60509,1.62144,1.38516,1.22796,1.74063,1.52481,1.63031,1.65496,1.44194,1.61761,1.53863,1.36297,1.51124,1.29797,0
1.52992,1.39185,1.19238,1.13605,1.31914,1.19864,1.349,1.36983,1.36693,1.69386,1.26023,1.44847,1.58741,1.59729,1.15622,1.43312,1.4696,1.71255,1.40189,1.40213,0
1.65219,1.62185,1.10133,1.16732,1.55614,1.56388,1.52805,1.62239,1.52726,1.36375,1.67004,1.70177,1.51537,1.63873,1.29528,1.5009,1.50221,1.48442,1.4556,1.48239,0
1.57826,1.65089,1.92114,1.5357,1.31902,1.53226,1.51223,1.57992,1.55002,1.19275,1.44604,1.46373,1.67161,1.55868,1.40049,1.27215,1.39983,1.42169,1.67608,1.53207,1
1.70473,1.57665,1.22192,1.23264,1.52954,1.6639,1.60643,1.54128,1.32897,1.41832,1.54293,1.61344,1.69642,1.58721,1.47667,1.39502,1.58899,1.5532,1.40771,1.44718,0
1.60644,1.65485,1.13733,1.29836,1.7976,1.37437,1.55977,1.62219,1.52452,1.64942,1.55698,1.64558,1.61304,1.60312,1.52764,1.52882,1.6676,1.25811,1.55249,1.52308,1
1.33035,1.58456,1.06378,1.4521,1.51658,1.55688,1.48596,1.51455,1.70918,1.7403,1.65902,1.5848,1.64481,1.6389,1.91425,1.50517,1.32721,1.21571,1.28253,1.31794,1
1.49365,1.53607,1.29859,1.37382,1.7115,1.6447,1.34641,1.27655,1.68084,1.47826,1.43231,1.24399,1.42751,1.49283,1.74674,1.51255,1.47296,1.63536,1.46521,1.80339,0
1.45072,1.58633,1.05996,1.33334,1.63917,1.63176,1.82026,1.54287,1.40076,1.47654,1.68701,1.71614,1.57313,1.64562,1.33397,1.31647,1.47827,1.62262,1.4731,1.54001,1
1.67095,1.57639,1.02468,1.44554,1.62805,1.54563,1.44627,1.28622,1.41085,1.64429,1.65142,1.81393,1.39389,1.24262,1.49415,1.64018,1.57957,1.58014,1.49242,1.50261,1
1.39795,1.56003,1.07413,1.37862,1.45296,1.60539,1.39596,1.33268,1.58145,1.78242,1.44912,1.6146,1.34343,1.4664,1.57066,1.43216,1.70652,1.66845,1.55841,1.60981,1
1.56844,1.54855,1.16753,1.90577,1.48207,1.52466,1.41885,1.3647,1.3824,1.2418,1.55418,1.69456,1.57589,1.81567,1.19458,1.47872,1.77178,1.51457,1.27187,1.24091,1
1.22259,1.39919,1.05929,1.41807,1.46063,1.5826,1.7548,1.45232,1.67776,1.65088,1.6675,1.5754,1.64777,1.57898,1.47013,1.49522,1.35576,1.2619,1.61228,1.48891,1
1.25199,1.35158,1.08946,1.25167,1.77728,1.60824,1.37164,1.52161,1.32426,1.44715,1.25079,1.41534,1.41227,1.73449,1.50868,1.2219,1.41868,1.24609,1.71589,1.58251,1
